Brand,Price,Photo,Model Number,Made In,Warranty,Available Colors,Body Type,Engine Type,Engine Power,Torque,No. of Cylinders,Charger,Maximum Speed,Acceleration Time (0-100 kmph),Transmission Type,Drive Type,Gear Box,Steering Type,Steering Gear Type,Front Suspension,Back Suspension,Length,Width,Height,Wheel Base,Ground Clearance,Kerb Weight,Tyre Size,Wheel Size,Front Brake,Rear Brake,Mileage in City,Mileage on Highway,Fuel Type,Seating Capacity,Fuel Tank Capacity (Litres),No. of Doors,Air Conditioner,Heater,AntiLock Braking System,Central Locking,Power Steering,Power Windows,Leather Seats,Anti-Lock Braking,Brake Assist,Central Locking,Power Door Locks,Child Safety Locks,Night Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,Engine Check Warning,Rear Camera,Anti-Theft Device,Touch Screen,Audio System Remote Control,Speakers Front & back,Bluetooth Connectivity,USB & Auxiliary Input,Adjustable Steering Column,Height Adjustable Driving Seat,Digital Clock,Smoke Headlamps,Electric Folding Rear View Mirror,Automatic Climate Control,Low Fuel Warning Light,Parking Sensors,Bottle Holder,Voice Control,Minimum Turning Radius,Tyre Type,Seat Belt Warning,Vehicle Stability Control System,Engine Immobilizer,Rear Reading Lamp,Fuel System,Radio,Outside Temperature Display,Valve Configuration,Fog Lights Front & Back,Centrally Mounted Fuel Tank,CD Player,DVD Player,Electric Adjustable Seats,Keyless Entry,Boot Space,Tyre Pressure Monitor,Smart Access Card Entry,Assembled In,Displacement (cc),Xenon Headlamps,Halogen Headlamps,Shock Absorbers Type,Removable/Convertible Top,Introduction Date,Cassette Player
Hyundai,"19,030",https://www.ccarprice.com/products/Hyundai_Creta_S_iMT_2022.jpg,Creta S iMT 2022,Japan,"Basic: 5 Years / 60,000 Miles Basic, 7 Years / 100,000 Miles Corrosion, 10 Years / 100,000 Miles Drivetrain, and 5 Years / Unlimited Miles Roadside Assistance","Intense Red, Glacier White Pearl, Beige Gold With Aurora Black Pearl, Steel Silver, Aurora Black Pearl, Beige Gold, Intelligence Blue, Glacier White Pearl With Aurora Black Pearl, Gravity Gray and Intense R",SUV,1.5 L U2 CRDi Diesel,[email protected],[email protected],4 Cylinders,,,,Automatic,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4300 mm,1790 mm,1635 mm,2610 mm,,TBC,215/60 R17,R17,Discs,Discs,TBC,TBC,Petrol,5 Seaters,,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,30.2 ft,,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,392 liters,,,,,,,,,,
Hyundai,"20,360",https://www.ccarprice.com/products/Hyundai_Alcazar_Prestige_Executive_7_Seater_Diesel_2022.jpg,Alcazar Prestige Executive 7 Seater Diesel 2022,South Korean,3 year,"Titan Grey With Phantom Black Roof, Typhoon Silver, Phantom Black, Taiga Brown, Polar White with Phantom, Starry Night, Titan Grey",SUV,2.0 l petrol MPi,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4500 mm,1790 mm,1675 mm,2760 mm,,1825 Kg,215/60 R17,R17,Discs,Discs,16.0 MPG,19.0 MPG,Petrol,7 Seaters,50.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,4.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"18,695",https://www.ccarprice.com/products/Hyundai_Creta_S_2022.jpg,Creta S 2022,Japan,"Basic: 5 Years / 60,000 Miles Basic, 7 Years / 100,000 Miles Corrosion, 10 Years / 100,000 Miles Drivetrain, and 5 Years / Unlimited Miles Roadside Assistance","Kia Sonet is available in 10 different colours - Intense Red, Glacier White Pearl, Beige Gold With Aurora Black Pearl, Steel Silver, Aurora Black Pearl, Beige Gold, Intelligence Blue, Glacier White Pearl With Aurora Black Pearl, Gravity Gray and Intense R",SUV,1.5 L U2 CRDi Diesel,[email protected],[email protected],4 Cylinders,,,,Automatic,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4300 mm,1790 mm,1635 mm,2610 mm,,TBC,215/60 R17,R17,Discs,Discs,TBC,TBC,Petrol,5 Seaters,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,30.2 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,392 liters,,,,,,,,,,
Hyundai,"20,400",https://www.ccarprice.com/products/Hyundai_Alcazar_Prestige_Executive_Diesel_2022.jpg,Alcazar Prestige Executive Diesel 2022,South Korean,3 year,"Titan Grey With Phantom Black Roof, Typhoon Silver, Phantom Black, Taiga Brown, Polar White with Phantom, Starry Night, Titan Grey",SUV,1.5 l diesel CRDi,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,5 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4500 mm,1790 mm,1675 mm,2760 mm,,1825 Kg,215/60 R17,R17,Disc,Disc,16.0 MPG,19.0 MPG,Petrol,6 Seaters,50.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,4.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"8,100",https://www.ccarprice.com/products/Hyundai_Santro_Sportz_CNG_2022.jpg,Santro Sportz CNG 2022,South Korean,3 year,"Fiery Red, Typhoon Silver , Polar White, Imperial Beige, Titan Grey, Imperial Beige",Hatchback,1.1 L Bi-Fuel,[email protected],[email protected] rpm,4 Cylinders,Yes,,,Manual,Front Wheel Drive,5 Speed,Power,,Mcpherson Strut,Coupled Torsion Beam Axle,3610 mm,1645 mm,1560 mm,2400 mm,,935 Kgs,165/70,R14,Disc,Disc,16.0 MPG,19.0 MPG,CNG,5 Seaters,35.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,4.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"22,190",https://www.ccarprice.com/products/Hyundai_Alcazar_Prestige_Executive_7_Seater_Diesel_AT_2022.jpg,Alcazar Prestige Executive 7 Seater Diesel AT 2022,South Korean,3 year,"Titan Grey With Phantom Black Roof, Typhoon Silver, Phantom Black, Taiga Brown, Polar White with Phantom, Starry Night, Titan Grey",SUV,1.5 l diesel CRDi,[email protected],[email protected],4 Cylinders,Yes,,,Automatic,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4500 mm,1790 mm,1675 mm,2760 mm,,1825 Kg,215/60 R17,R17,Disc,Disc,16.0 MPG,19.0 MPG,Diesel,7 Seaters,50.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,4.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"14,900",https://www.ccarprice.com/products/Hyundai_i20_N_Line_N8_DCT_2022.jpg,i20 N Line N8 DCT 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Automatic,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Drum,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"13,990",https://www.ccarprice.com/products/Hyundai_i20_N_Line_N8_iMT_Dual_tone_2022.jpg,i20 N Line N8 iMT Dual tone 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Manual,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Disc,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"33,650",https://www.ccarprice.com/products/Hyundai_Elantra_N_DCT_2022_1.jpg,Elantra N DCT 2022,Hyundai motor company,"5 Years / 60,000 Miles Basic , 7 Years / Unlimited Miles Corrosion , 10 Years / 100,000 Miles Drivetrain , 3 Years / 36,000 Miles Maintenance , and 5 Years / Unlimited Miles Roadside Assistance warranty.","Cyber Grey, Intense Blue, Phantom Black, Ceramic White, and Performance Blue.",Sedan,2.0L Turbo Inline-4 Gas,276 hp @ 5500 rpm,289 lb-ft @ 2100 rpm,4,,,,Automatic,Front-Wheel Drive,8-Speed,Power,Rack-Pinion,Strut,Multi-Link,184.1 in,71.9 in,55.7 in,107.1 in,5.5 in,"3,296 lbs",P245/35ZR19,19 in x 8 in P245/35ZR19,Disc,Disc,20 MPG,30 MPG,Gasoline,5 seater,12.4 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,19.2 ft,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,
Hyundai,"13,800",https://www.ccarprice.com/products/Hyundai_i20_N_Line_N8_iMT_2022.jpg,i20 N Line N8 iMT 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Manual,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Disc,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"12,600",https://www.ccarprice.com/products/Hyundai_i20_N_Line_N6_iMT_Dual_Tone_2022.jpg,i20 N Line N6 iMT Dual Tone 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Manual,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Disc,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"12,510",https://www.ccarprice.com/products/Hyundai_i20_N_Line_N6_iMT_2022.jpg,i20 N Line N6 iMT 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Manual,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Disc,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"12,500",https://www.ccarprice.com/products/Hyundai_i20_N_Line_2022.jpg,i20 N Line 2022,Turkey,5 Years / Unlimited kilometer,"Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night, Polar White with Phantom Black Roof.Polar White, Thunder Blue, Titan Grey, Thunder Blue with Black roof, Fiery Red with Black roof, Starry Night,",Hatchback,1.0 Turbo GDI,[email protected],[email protected],3 Cylinders,Yes,,,Automatic,Front Wheel Drive,7-Speed,Power,,McPherson strut,Coupled torsion beam axle,3995 mm,1775 mm,1505 mm,2580 mm,,987 Kg,195/55 R16,R16,Disc,Disc,16.0 MPG,18.0 MPG,Petrol,5 Seaters,37.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"9,000",https://www.ccarprice.com/products/Hyundai_Grand_i10_Nios_Sportz_Dual_Tone_2022.jpg,Grand i10 Nios Sportz Dual Tone 2022,South Korean,"3 Year Warranty,100,000 km","Aqua Teal Dual Tone, Fiery Red, Typhoon Silver, Polar White Dual Tone, Polar White, Titan Grey and Aqua Teal",Hatchback,1.2 Kappa petrol,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,5-Speed,Power,,McPherson strut,Coupled torsion beam axle,3805 mm,1680 mm,1520 mm,2450 mm,,935 Kg,175/60 R15,R15,Disc,Drum,13.0 MPG,15.0 MPG,Petrol,5 Seaters,37.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,37.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"19,510",https://www.ccarprice.com/products/Hyundai_Verna_SX_Opt_AT_Diesel_2022.jpg,Verna SX Opt AT Diesel 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l U2 CRDi diesel,[email protected],[email protected],4 Cylinders,Yes,,,Automatic,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,16.0 MPG,18.0 MPG,Diesel,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"18,130",https://www.ccarprice.com/products/Hyundai_Verna_SX_Opt_Turbo_2022.jpg,Verna SX Opt Turbo 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.0 l Kappa turbo GDi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,15.0 MPG,16.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"18,070",https://www.ccarprice.com/products/Hyundai_Verna_SX_IVT_Opt_2022.jpg,Verna SX IVT Opt 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l MPi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Automatic,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,14.0 MPG,16.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"18,060",https://www.ccarprice.com/products/Hyundai_Verna_SX_Opt_Diesel_2022.jpg,Verna SX Opt Diesel 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l U2 CRDi diesel,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,16.0 MPG,20.0 MPG,Diesel,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"17,170",https://www.ccarprice.com/products/Hyundai_Verna_SX_AT_Diesel_2022.jpg,Verna SX AT Diesel 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l U2 CRDi diesel,[email protected],[email protected],4 Cylinders,Yes,,,Automatic,Front Wheel Drive,6-Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,16.0 MPG,18.0 MPG,Diesel,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"14,190",https://www.ccarprice.com/products/Hyundai_Verna_SX_2022.jpg,Verna SX 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l MPi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,13.0 MPG,18.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"13,890",https://www.ccarprice.com/products/Hyundai_Verna_S_Plus_Diesel_2022.jpg,Verna S Plus Diesel 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l U2 CRDi diesel,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,16.0 MPG,20.0 MPG,Diesel,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"12,390",https://www.ccarprice.com/products/Hyundai_Verna_S_Plus_2022.jpg,Verna S Plus 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l MPi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,13.0 MPG,14.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"11,900",https://www.ccarprice.com/products/Hyundai_Verna_E_2022.jpg,Verna E 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l MPi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,185/65 R15,R15,Disc,Drum,16.0 MPG,18.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"15,740",https://www.ccarprice.com/products/Hyundai_Verna_SX_IVT_2022.jpg,Verna SX IVT 2022,South Korean,3 Years / Unlimited kilometer,"Phantom Black, Polar White, Typhoon Silver, Titan Grey, Starry Night, Fiery Red.",Sedan,1.5 l MPi petrol,[email protected],[email protected],4 Cylinders,Yes,,,Automatic,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4440 mm,1729 mm,1475 mm,2600 mm,,1168 Kg,195/55 R16,R16,Disc,Drum,14.0 MPG,16.0 MPG,Petrol,5 Seaters,45.0 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.2 m,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Hyundai,"23,430",https://www.ccarprice.com/products/Hyundai_Alcazar_Platinum_7_Seater_Diesel_2022.jpg,Alcazar Platinum 7 Seater Diesel 2022,South Korean,3 year,"Titan Grey With Phantom Black Roof, Typhoon Silver, Phantom Black, Taiga Brown, Polar White with Phantom, Starry Night, Titan Grey",SUV,1.5 l diesel CRDi,[email protected],[email protected],4 Cylinders,Yes,,,Manual,Front Wheel Drive,6 Speed,Power,,McPherson strut with coil spring,Coupled torsion beam axle,4500 mm,1790 mm,1675 mm,2760 mm,,1825 Kg,215/55 R18,R18,Disc,Disc,18.0 MPG,20.0 MPG,Diesel,7 Seaters,50.0 gallons,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,4.4 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
